1,-0.89804,-1.0411
2,-0.68237,-0.87466
3,-0.3368,-0.54727
4,-0.14259,-0.32857
5,-0.060384,-0.19483
6,-0.042505,-0.12189
7,-0.056387,-0.088577
8,-0.082238,-0.078187
9,-0.10731,-0.078768
10,-0.12424,-0.082589
11,-0.13012,-0.085076
12,-0.12546,-0.084079
13,-0.11314,-0.079286
14,-0.09667,-0.071357
15,-0.07917,-0.061357
16,-0.062923,-0.050365
17,-0.049319,-0.039368
18,-0.03886,-0.029146
19,-0.031375,-0.020215
20,-0.026301,-0.01279
21,-0.022937,-0.0068351
22,-0.02062,-0.0021814
23,-0.018823,0.0013834
24,-0.017193,0.0040728
25,-0.015547,0.006077
26,-0.013823,0.0075596
27,-0.012048,0.0086405
28,-0.010342,0.009352
29,-0.0088304,0.0096974
30,-0.0076131,0.009665
31,-0.0067519,0.0092434
32,-0.0062669,0.0084317
33,-0.0061438,0.0072457
34,-0.0063433,0.0057177
35,-0.0068137,0.0038951
36,-0.0075022,0.0018347
37,-0.00836,-0.000407
38,-0.0093489,-0.0027735
39,-0.010441,-0.0052162
40,-0.011617,-0.0076964
1,-0.33576,-0.36342
2,-0.24463,-0.3114
3,0.014399,-0.071222
4,0.16535,0.086877
5,0.2374,0.18292
6,0.25778,0.23447
7,0.24928,0.25633
8,0.22895,0.26028
9,0.20797,0.25506
10,0.19243,0.24664
11,0.18449,0.23867
12,0.18369,0.23297
13,0.18815,0.23008
14,0.19554,0.22969
15,0.20368,0.23108
16,0.21097,0.2334
17,0.21646,0.23591
18,0.2198,0.23803
19,0.22108,0.2394
20,0.22066,0.23982
21,0.21903,0.23928
22,0.21665,0.23785
23,0.21391,0.23568
24,0.21107,0.23294
25,0.20828,0.22975
26,0.20556,0.22624
27,0.20293,0.22252
28,0.20029,0.21862
29,0.19754,0.21452
30,0.1946,0.21022
31,0.19142,0.2057
32,0.18799,0.20097
33,0.18431,0.19602
34,0.18041,0.19089
35,0.17635,0.18561
36,0.17216,0.18024
37,0.16789,0.17481
38,0.16358,0.16937
39,0.15926,0.16396
40,0.15493,0.15862
1,-0.13223,-0.43772
2,-0.007183,-0.32231
3,0.078747,-0.22775
4,0.11562,-0.16078
5,0.11573,-0.1193
6,0.10339,-0.096473
7,0.088819,-0.085283
8,0.074361,-0.08021
9,0.061416,-0.077676
10,0.051392,-0.075687
11,0.045246,-0.073186
12,0.043149,-0.069674
13,0.044027,-0.065242
14,0.046507,-0.060215
15,0.049409,-0.054945
16,0.051954,-0.049679
17,0.053679,-0.044629
18,0.054433,-0.039951
19,0.054311,-0.035762
20,0.053549,-0.032117
21,0.052414,-0.028975
22,0.051138,-0.02624
23,0.049893,-0.023823
24,0.048789,-0.021658
25,0.047876,-0.019694
26,0.047169,-0.01789
27,0.046628,-0.016244
28,0.046225,-0.014736
29,0.045925,-0.013353
30,0.0457,-0.012086
31,0.045528,-0.010932
32,0.045397,-0.0098869
33,0.045299,-0.0089446
34,0.045234,-0.0080982
35,0.0452,-0.0073388
36,0.045197,-0.0066559
37,0.045226,-0.0060387
38,0.045284,-0.0054763
39,0.045368,-0.004958
40,0.045476,-0.0044746
1,-0.31212,-0.15269
2,-0.31068,-0.15115
3,-0.30335,-0.14878
4,-0.29088,-0.1454
5,-0.27487,-0.14115
6,-0.25735,-0.13629
7,-0.24022,-0.13117
8,-0.22483,-0.1261
9,-0.21183,-0.12133
10,-0.20128,-0.117
11,-0.19291,-0.11318
12,-0.18626,-0.10986
13,-0.18082,-0.10699
14,-0.17616,-0.10449
15,-0.17193,-0.10228
16,-0.1679,-0.10028
17,-0.16394,-0.09842
18,-0.16,-0.096654
19,-0.15607,-0.09495
20,-0.15221,-0.093287
21,-0.14846,-0.091658
22,-0.14486,-0.090061
23,-0.14145,-0.088501
24,-0.13823,-0.086982
25,-0.13522,-0.085509
26,-0.13239,-0.084084
27,-0.12975,-0.082706
28,-0.12726,-0.081376
29,-0.12492,-0.080096
30,-0.12271,-0.078862
31,-0.12062,-0.077674
32,-0.11864,-0.076527
33,-0.11676,-0.075419
34,-0.11498,-0.074348
35,-0.11328,-0.07331
36,-0.11167,-0.072304
37,-0.11014,-0.071327
38,-0.10869,-0.070378
39,-0.1073,-0.069454
40,-0.10597,-0.068556
1,-0.12565,-0.097605
2,-0.12541,-0.099178
3,-0.12873,-0.10433
4,-0.13417,-0.11022
5,-0.14057,-0.11603
6,-0.14697,-0.12139
7,-0.15268,-0.12605
8,-0.15726,-0.12985
9,-0.16051,-0.1327
10,-0.16238,-0.1346
11,-0.16298,-0.13563
12,-0.16253,-0.13587
13,-0.16127,-0.13549
14,-0.15945,-0.13461
15,-0.15729,-0.13338
16,-0.15494,-0.13191
17,-0.15252,-0.13029
18,-0.15009,-0.12859
19,-0.14766,-0.12684
20,-0.14526,-0.12506
21,-0.14288,-0.12328
22,-0.1405,-0.1215
23,-0.13812,-0.11971
24,-0.13575,-0.11792
25,-0.13338,-0.11612
26,-0.131,-0.11431
27,-0.12864,-0.11249
28,-0.12631,-0.11066
29,-0.124,-0.10883
30,-0.12175,-0.10701
31,-0.11955,-0.10522
32,-0.11741,-0.10344
33,-0.11533,-0.1017
34,-0.11332,-0.099998
35,-0.11138,-0.098332
36,-0.10951,-0.096709
37,-0.1077,-0.09513
38,-0.10595,-0.093596
39,-0.10427,-0.092107
40,-0.10265,-0.090664
